g	x	w	y1	y2	y3	id	g	GClass#1	GClass#2	GClass#	Cluster#1	Cluster#2	Cluster#	joint2_1_1	joint2_1_2	joint2_2_1	joint2_2_2
54	2.36720462782934	-2.48436207736129	-0.351659671270507	1.52227351873698	0.352757607899125	531	54	     0.85777	     0.14223	1	    0.887185	    0.112815	1	    0.960528	   0.0394716	    0.444861	    0.555139
54	-0.39286302860649	-2.48436207736129	0.740497257459944	2.19138530053405	-1.0940877596268	532	54	     0.85777	     0.14223	1	    0.620321	    0.379679	1	    0.710765	    0.289235	   0.0748649	    0.925135
54	-1.48938420723816	-2.48436207736129	-1.03204398706021	0.756461202635131	2.21967573645095	533	54	     0.85777	     0.14223	1	    0.928644	   0.0713565	1	    0.980085	   0.0199152	    0.618408	    0.381592
54	0.162124551575562	-2.48436207736129	0.561915798556893	1.04849163580756	0.915044986913876	534	54	     0.85777	     0.14223	1	    0.713066	    0.286934	1	    0.810797	    0.189203	    0.123666	    0.876334
54	-0.633309559286443	-2.48436207736129	1.3012976406801	0.220171994881037	0.874194747778761	535	54	     0.85777	     0.14223	1	    0.633001	    0.366999	1	    0.724732	    0.275268	    0.079783	    0.920217
54	0.324218033161675	-2.48436207736129	0.474705440217097	-0.139350896214325	-0.286562317953529	536	54	     0.85777	     0.14223	1	    0.942209	   0.0577905	1	    0.985017	   0.0149827	    0.684041	    0.315959
54	-0.691599439424785	-2.48436207736129	-0.646897680078973	0.34180470508012	0.623819170287219	537	54	     0.85777	     0.14223	1	    0.972806	    0.027194	1	    0.993996	  0.00600376	     0.84501	     0.15499
54	0.689481019023514	-2.48436207736129	1.89548407193376	3.46420875190739	1.17828793161868	538	54	     0.85777	     0.14223	1	   0.0035489	    0.996451	2	   0.0041148	    0.995885	 0.000136044	    0.999864
54	-0.590274064975518	-2.48436207736129	0.705186120466464	0.0607169011567854	-0.836997965695749	539	54	     0.85777	     0.14223	1	     0.92427	   0.0757299	1	    0.978352	   0.0216481	     0.59811	     0.40189
54	-0.520341611161788	-2.48436207736129	2.26549293957927	0.57447044768947	1.42499176788757	540	54	     0.85777	     0.14223	1	   0.0859519	    0.914048	2	    0.099602	    0.900398	  0.00362955	     0.99637
55	-0.532519091001606	-0.943208445737806	0.286845560439544	-2.13835159759462	0.435242098334139	541	55	  0.00731246	    0.992688	2	    0.947046	    0.052954	1	    0.998148	  0.00185169	     0.94667	   0.0533304
55	-0.710889476138421	-0.943208445737806	2.29508054616628	3.48061358170823	-0.462286870402921	542	55	  0.00731246	    0.992688	2	 0.000218744	    0.999781	2	  0.00544477	    0.994555	 0.000180248	     0.99982
55	1.30575079358959	-0.943208445737806	3.41146460700959	2.22641845243363	2.65985277619529	543	55	  0.00731246	    0.992688	2	 8.21733e-06	    0.999992	2	 0.000205389	    0.999795	  6.7649e-06	    0.999993
55	1.16907176685805	-0.943208445737806	0.939883367492633	2.42797237918187	1.69979621171185	544	55	  0.00731246	    0.992688	2	  0.00497833	    0.995022	2	    0.113101	    0.886899	  0.00418186	    0.995818
55	-0.511558969145026	-0.943208445737806	0.311696070067877	1.0559722797607	1.20199413257355	545	55	  0.00731246	    0.992688	2	    0.159548	    0.840452	2	    0.847288	    0.152712	    0.154482	    0.845518
55	-1.6632192566308	-0.943208445737806	1.73170505309434	2.44492603865891	-0.0239596380873857	546	55	  0.00731246	    0.992688	2	  0.00309325	    0.996907	2	   0.0728191	    0.927181	  0.00257963	     0.99742
55	0.523754815786741	-0.943208445737806	1.41381444186429	0.438671395523588	1.87721271404523	547	55	  0.00731246	    0.992688	2	   0.0244465	    0.975554	2	    0.402079	    0.597921	   0.0216647	    0.978335
55	0.353773357996775	-0.943208445737806	1.67454840344745	2.1308048630918	2.73904276684527	548	55	  0.00731246	    0.992688	2	 0.000585946	    0.999414	2	   0.0144798	     0.98552	 0.000483599	    0.999516
55	-2.21399779724769	-0.943208445737806	-0.348582094153687	1.41918991420371	0.738909824621851	549	55	  0.00731246	    0.992688	2	    0.373557	    0.626443	2	    0.946762	   0.0532375	    0.369335	    0.630665
55	1.35862053941622	-0.943208445737806	-1.22146439597966	1.40582233165784	0.311665758739737	550	55	  0.00731246	    0.992688	2	    0.837924	    0.162076	1	    0.993618	  0.00638245	    0.836777	    0.163223
56	0.565785094559681	1.36884571512641	2.11049444246755	0.646613308990792	-1.41967025276482	551	56	    0.999708	 0.000291644	1	    0.573233	    0.426767	1	    0.573388	    0.426612	   0.0423843	    0.957616
56	-0.989394823410963	1.36884571512641	-0.315956776441677	0.131255210731207	1.86847045691192	552	56	    0.999708	 0.000291644	1	    0.974891	   0.0251094	1	    0.975011	    0.024989	    0.562338	    0.437662
56	-0.514423702635443	1.36884571512641	-0.0565177067610501	-0.479936661962204	-0.151784290171446	553	56	    0.999708	 0.000291644	1	     0.99625	   0.0037501	1	    0.996279	  0.00372147	    0.898124	    0.101876
56	1.27068000397177	1.36884571512641	1.42860859162545	-1.40724231019237	0.185431270559042	554	56	    0.999708	 0.000291644	1	    0.963214	   0.0367858	1	     0.96336	   0.0366402	    0.464043	    0.535957
56	-0.456358779193403	1.36884571512641	1.15524482815696	-0.254969651484534	0.658748757108596	555	56	    0.999708	 0.000291644	1	    0.889349	    0.110651	1	    0.889547	    0.110453	    0.209617	    0.790383
56	0.30432080547894	1.36884571512641	0.570964013609086	0.242072904780165	-1.34196014806842	556	56	    0.999708	 0.000291644	1	    0.985805	   0.0141952	1	    0.985889	   0.0141109	    0.697039	    0.302961
56	0.877246389607381	1.36884571512641	2.40960490108804	2.38649238290897	0.905093508331743	557	56	    0.999708	 0.000291644	1	  0.00888892	    0.991111	2	  0.00889142	    0.991109	 0.000295338	    0.999705
56	0.48418096284552	1.36884571512641	0.193476881867247	1.67014262635259	-0.679012455072833	558	56	    0.999708	 0.000291644	1	    0.929588	   0.0704119	1	    0.929771	   0.0702293	    0.303606	    0.696394
56	0.0510160544854377	1.36884571512641	0.647272865887272	-1.09649543817897	-0.323851902843084	559	56	    0.999708	 0.000291644	1	    0.993221	  0.00677947	1	    0.993268	  0.00673166	    0.829321	    0.170679
56	-0.721449753520729	1.36884571512641	-1.3801425463556	0.0536049808871986	-0.379706061107006	560	56	    0.999708	 0.000291644	1	    0.999526	  0.00047398	1	     0.99953	 0.000470011	    0.985921	   0.0140785
57	0.158305081243136	-0.766401105406382	3.00195460303612	-0.020716987644487	0.875371342007202	561	57	 3.59678e-06	    0.999996	2	  0.00213248	    0.997868	2	    0.060935	    0.939065	  0.00213227	    0.997868
57	-1.05356622245978	-0.766401105406382	1.43072932098144	3.6272108106145	0.787501882409542	562	57	 3.59678e-06	    0.999996	2	  0.00039279	    0.999607	2	   0.0117906	    0.988209	 0.000392749	    0.999607
57	-0.313435630849566	-0.766401105406382	3.48162269110778	-1.14756572019599	0.797773609120169	563	57	 3.59678e-06	    0.999996	2	   0.0026023	    0.997398	2	   0.0734071	    0.926593	  0.00260205	    0.997398
57	-0.918254420377	-0.766401105406382	2.66790606069811	1.11634666214418	1.05386926904954	564	57	 3.59678e-06	    0.999996	2	 0.000876418	    0.999124	2	   0.0259438	    0.974056	 0.000876328	    0.999124
57	0.327673556470823	-0.766401105406382	0.82305491769527	-0.721910048312091	-0.789372508191924	565	57	 3.59678e-06	    0.999996	2	    0.752373	    0.247627	1	    0.989278	   0.0107222	    0.752372	    0.247628
57	-0.254613559148126	-0.766401105406382	2.44627316334872	1.21336569556022	0.828556370927312	566	57	 3.59678e-06	    0.999996	2	  0.00161157	    0.998388	2	   0.0467228	    0.953277	  0.00161141	    0.998389
57	-0.324152542216606	-0.766401105406382	3.53702211925097	1.17694570550172	1.8277700135486	567	57	 3.59678e-06	    0.999996	2	 4.72865e-05	    0.999953	2	  0.00143381	    0.998566	 4.72815e-05	    0.999953
57	-0.985071758363549	-0.766401105406382	1.7466019419372	0.683554236590188	3.35674619866022	568	57	 3.59678e-06	    0.999996	2	  0.00177224	    0.998228	2	   0.0511505	    0.948849	  0.00177207	    0.998228
57	-1.01183865993222	-0.766401105406382	2.46102276654202	1.60779336892771	2.03296187416408	569	57	 3.59678e-06	    0.999996	2	  0.00030412	    0.999696	2	  0.00915253	    0.990847	 0.000304088	    0.999696
57	-0.347239096971863	-0.766401105406382	1.00004000656215	2.37325371651299	0.38639820135762	570	57	 3.59678e-06	    0.999996	2	   0.0113119	    0.988688	2	    0.257836	    0.742164	    0.011311	    0.988689
58	0.587202295944685	-1.07259353934018	0.0573901512068745	0.0446718868034176	-0.250375444786705	571	58	  0.00500605	    0.994994	2	    0.801951	    0.198049	1	    0.991885	  0.00811506	    0.800996	    0.199004
58	0.56052692270309	-1.07259353934018	1.91227429763235	2.06829128598324	0.92465245336106	572	58	  0.00500605	    0.994994	2	  0.00175063	    0.998249	2	   0.0446036	    0.955396	  0.00153503	    0.998465
58	0.841965716304573	-1.07259353934018	1.54521816205139	0.885775069163553	2.17503418613786	573	58	  0.00500605	    0.994994	2	  0.00768876	    0.992311	2	    0.173294	    0.826706	  0.00685556	    0.993144
58	-0.807640222550223	-1.07259353934018	3.45654645919367	2.06752085943989	-0.627987235087553	574	58	  0.00500605	    0.994994	2	 0.000127859	    0.999872	2	  0.00337546	    0.996625	  0.00011152	    0.999888
58	-0.751527255189147	-1.07259353934018	3.61883970043734	1.68072176178547	1.20521151767504	575	58	  0.00500605	    0.994994	2	 3.56198e-05	    0.999964	2	 0.000942286	    0.999058	 3.10582e-05	    0.999969
58	-1.1668734065569	-1.07259353934018	1.07109464631003	-1.77472578209813	1.98832675366798	576	58	  0.00500605	    0.994994	2	    0.373257	    0.626743	2	    0.946986	    0.053014	     0.37037	     0.62963
58	0.719457534940605	-1.07259353934018	1.68932534060333	-0.850703832280339	0.193065367112608	577	58	  0.00500605	    0.994994	2	    0.200691	    0.799309	2	     0.88183	     0.11817	    0.197264	    0.802736
58	1.49682118761137	-1.07259353934018	1.00902853250075	-2.00271120130773	0.686212083736866	578	58	  0.00500605	    0.994994	2	    0.741106	    0.258894	1	    0.988554	    0.011446	    0.739861	    0.260139
58	-0.568685912932841	-1.07259353934018	1.87232069896192	2.47468286440646	-0.186328330633792	579	58	  0.00500605	    0.994994	2	  0.00237056	    0.997629	2	   0.0595984	    0.940402	  0.00208264	    0.997917
58	-1.99624821897755	-1.07259353934018	1.80066432187982	1.73300332996951	0.189466785626594	580	58	  0.00500605	    0.994994	2	  0.00617222	    0.993828	2	    0.143385	    0.856615	  0.00548187	    0.994518
59	-0.394769157370008	-1.55422665656395	0.625659305836271	1.22414310385772	-1.65982664366987	581	59	    0.999035	 0.000964809	1	     0.95085	   0.0491499	1	     0.95139	   0.0486101	    0.391916	    0.608084
59	0.476662730949372	-1.55422665656395	1.08018712404559	-0.747669343161602	1.36171777563114	582	59	    0.999035	 0.000964809	1	    0.908253	    0.091747	1	    0.908891	   0.0911087	    0.247278	    0.752722
59	-0.177023479158177	-1.55422665656395	-0.46242085268093	0.80350123204288	0.71374768680321	583	59	    0.999035	 0.000964809	1	      0.9828	   0.0171996	1	    0.983115	   0.0168852	    0.657221	    0.342779
59	2.43435651240395	-1.55422665656395	3.65814526975629	3.08343490041554	1.2679152422293	584	59	    0.999035	 0.000964809	1	  9.8801e-05	    0.999901	2	 9.88933e-05	    0.999901	 3.25691e-06	    0.999997
59	1.28719472166079	-1.55422665656395	0.700314074110231	-1.39261910282267	1.99728414901595	585	59	    0.999035	 0.000964809	1	    0.965524	   0.0344758	1	     0.96599	   0.0340101	    0.483291	    0.516709
59	0.865526005826306	-1.55422665656395	-0.467356743804601	-1.13911911142723	-1.19855931960338	586	59	    0.999035	 0.000964809	1	    0.999658	   0.0003423	1	    0.999667	 0.000332961	    0.989987	   0.0100131
59	0.320435906305173	-1.55422665656395	-0.185913426734877	-1.56460176836916	0.563810162392648	587	59	    0.999035	 0.000964809	1	    0.998576	  0.00142359	1	    0.998614	  0.00138591	     0.95956	     0.04044
59	0.39445423648442	-1.55422665656395	0.91597445356878	-1.12748119569485	0.83689515228478	588	59	    0.999035	 0.000964809	1	    0.971512	   0.0284879	1	    0.971936	   0.0280643	    0.532812	    0.467188
59	0.140886507958351	-1.55422665656395	1.01841854545567	1.67989988056872	1.3757525369312	589	59	    0.999035	 0.000964809	1	    0.301357	    0.698643	2	    0.301635	    0.698365	   0.0140237	    0.985976
59	-0.513228288497245	-1.55422665656395	-1.80634179122405	-2.00429158448763	0.0946832672408562	590	59	    0.999035	 0.000964809	1	    0.999971	 2.87478e-05	1	    0.999972	 2.79564e-05	    0.999152	 0.000848255
60	-0.201689036220147	-1.05031924469389	0.870900695578889	1.86451158646892	1.29020263577584	591	60	   0.0190964	    0.980904	2	   0.0215343	    0.978466	2	    0.325206	    0.674794	   0.0156223	    0.984378
60	1.32940985599107	-1.05031924469389	0.338884091954379	-0.575657942734326	0.356882456953769	592	60	   0.0190964	    0.980904	2	    0.761529	    0.238471	1	    0.989545	   0.0104552	     0.75709	     0.24291
60	-0.266937572991758	-1.05031924469389	1.815713524257	1.89019689763727	1.57655476366083	593	60	   0.0190964	    0.980904	2	  0.00217167	    0.997828	2	   0.0411787	    0.958821	  0.00141227	    0.998588
60	0.0342391660359851	-1.05031924469389	1.25386353905064	0.330553967761701	0.642190141928587	594	60	   0.0190964	    0.980904	2	    0.106069	    0.893931	2	    0.757741	    0.242259	   0.0933819	    0.906618
60	-1.44226202079552	-1.05031924469389	3.14435093187724	1.49036197299753	2.82184149358125	595	60	   0.0190964	    0.980904	2	 4.96168e-05	     0.99995	2	 0.000964779	    0.999035	 3.18003e-05	    0.999968
60	0.729021888879946	-1.05031924469389	1.42898070687233	0.145420918428939	0.503691576620723	596	60	   0.0190964	    0.980904	2	    0.104536	    0.895464	2	    0.754453	    0.245547	   0.0918835	    0.908117
60	0.409919552211082	-1.05031924469389	1.66338500820405	1.19638393966605	-2.03115507235829	597	60	   0.0190964	    0.980904	2	   0.0924885	    0.907511	2	    0.725753	    0.274247	     0.08016	     0.91984
60	0.964353947872095	-1.05031924469389	-1.81725380545853	-1.04029482457902	0.790524302160514	598	60	   0.0190964	    0.980904	2	    0.996089	  0.00391084	1	    0.999868	 0.000131716	    0.996016	  0.00398441
60	0.602916932111166	-1.05031924469389	2.07292726896844	1.41919704284207	0.772886871405181	599	60	   0.0190964	    0.980904	2	  0.00475014	     0.99525	2	   0.0873533	    0.912647	  0.00314201	    0.996858
60	-0.246190998349906	-1.05031924469389	0.428795568795529	0.911414251105909	1.2400218637093	600	60	   0.0190964	    0.980904	2	    0.159023	    0.840977	2	    0.838272	    0.161728	      0.1458	      0.8542
